Niveau_0;Niveau_1;Niveau_2;Niveau_3;Niveau_4;Niveau_5;Niveau_6;Niveau_7;Niveau_8;Niveau_9;"Identifiant";"Type";"Microthésaurus";"Statut";"Définition";"Note d'application";"Synonymes";"Relatifs";"Fiches associées";"CIMU_ID";"LANGUE_ORIGINE";"H&S_Label";"URI_DBPEDIA";
;;"Harps";;;;;;;;"LEXICON_00003265";"NT";"Musical instruments";"Standard";"";"";"";"";"2";;;;;
;;;"Arched harp";;;;;;;"LEXICON_00003266";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005665";"163";;;;;
;;;"Ardin";;;;;;;"LEXICON_00003267";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005666";"0";;;;;
;;;"Bolo bogo";;;;;;;"LEXICON_00003268";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Bolon";;;;;;;"LEXICON_00003269";"NT";"Musical instruments";"Standard";"";"";"Bolombata;Bolombato;Bolumbata";"";"0";;;;;
;;;"C'angi";;;;;;;"LEXICON_00005163";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005666";"0";"";"";"";;
;;;"Chang";;;;;;;"LEXICON_00003273";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Chromatic harp";;;;;;;"LEXICON_00003274";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005662";"35";;;;;
;;;"Clarsach";;;;;;;"LEXICON_00003275";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006477";"1";;;;;
;;;"Diatonic harp";;;;;;;"LEXICON_00003276";"NT";"Musical instruments";"Standard";"";"";"";"";"20";;;;;
;;;"Dital harp";;;;;;;"LEXICON_00003277";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006469";"19";;;;;
;;;"Domo";;;;;;;"LEXICON_00003278";"NT";"Musical instruments";"Standard";"";"";"Domu";"";"0";;;;;
;;;"Ennanga";;;;;;;"LEXICON_00003280";"NT";"Musical instruments";"Standard";"";"";"Adungu;Opuk agoya";"LEXICON_00005667";"2";;;;;
;;;"Ground harp";;;;;;;"LEXICON_00003283";"NT";"Musical instruments";"Standard";"";"";"Ground bow";"";"0";;;;;
;;;"Harp";;;;;;;"LEXICON_00003285";"NT";"Musical instruments";"Standard";"";"";"Pedal harp";"LEXICON_00005660;LEXICON_00006478";"1680";;;;;
;;;"Hook harp";;;;;;;"LEXICON_00004936";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005673";"32";"";"";"";;
;;;"Irish harp";;;;;;;"LEXICON_00003286";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006477";"9";;;;;
;;;"Kin";;;;;;;"LEXICON_00006807";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005671";"0";"";"";"";;
;;;"Kinde";;;;;;;"LEXICON_00003288";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005668";"0";;;;;
;;;"Kundi";;;;;;;"LEXICON_00003289";"NT";"Musical instruments";"Standard";"";"";"Kondi;Kondo;Nanga";"LEXICON_00005668";"40";;;;;
;;;"Kwarnda";;;;;;;"LEXICON_00003293";"NT";"Musical instruments";"Standard";"";"";"";"";"1";"";"Ouldeme";"";;
;;;"Nedomu";;;;;;;"LEXICON_00003294";"NT";"Musical instruments";"Standard";"";"";"Nedumu";"LEXICON_00005668";"9";;;;;
;;;"Ngombi";;;;;;;"LEXICON_00003296";"NT";"Musical instruments";"Standard";"";"";"Wambi";"LEXICON_00005665";"34";"";"";"";"";
;;;"Ombi";;;;;;;"LEXICON_00003298";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005670";"16";;;;;
;;;"Para";;;;;;;"LEXICON_00003299";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005670";"5";;;;;
;;;"Saung-gauk";;;;;;;"LEXICON_00003301";"NT";"Musical instruments";"Standard";"";"";"Saung;Soung";"LEXICON_00005665";"12";;;;;
;;;"Spike harp";;;;;;;"LEXICON_00005856";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005663";"27";"";"";"";;
;;;"Waji";;;;;;;"LEXICON_00005392";"NT";"Musical instruments";"Standard";"";"";"";"";"7";"";"";"";;
;;;"Wa-konghu";;;;;;;"LEXICON_00005393";"NT";"Musical instruments";"Standard";"";"";"";"";"2";"";"";"";;
;;"Hurdy-gurdies";;;;;;;;"LEXICON_00003304";"NT";"Musical instruments";"Standard";"";"";"";"";"5";;;;;
;;;"Hurdy-gurdy";;;;;;;"LEXICON_00003305";"NT";"Musical instruments";"Standard";"";"";"Ghironda";"LEXICON_00006472";"279";;;;;
;;;"Lira organizzata";;;;;;;"LEXICON_00003308";"NT";"Musical instruments";"Standard";"";"";"";"";"15";;;;;
;;;"Organistrum";;;;;;;"LEXICON_00003309";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Orpheon";;;;;;;"LEXICON_00003310";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000193";"1";"";"French";"";;
;;;"Sanfona";;;;;;;"LEXICON_00003311";"NT";"Musical instruments";"Standard";"";"";"Zanfona";"";"0";;;;;
;;;"Tekerö";;;;;;;"LEXICON_00004745";"NT";"Musical instruments";"Standard";"";"";"Tekero";"";"5";"";"";"";;
;;"Lutes";;;;;;;;"LEXICON_00003313";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000193;LEXICON_00000205";"28";;;;;
;;;"Angel lute";;;;;;;"LEXICON_00003314";"NT";"Musical instruments";"Standard";"";"";"Angelica";"LEXICON_00000205";"10";;;;;
;;;"Arbajo";;;;;;;"LEXICON_00005144";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"0";"";"";"";;
;;;"Archlute";;;;;;;"LEXICON_00003316";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006469";"33";;;;;
;;;"Baglama";;;;;;;"LEXICON_00003317";"NT";"Musical instruments";"Standard";"";"";"Baglamas";"LEXICON_00000205";"12";;;;;
;;;"Balalaika";;;;;;;"LEXICON_00003318";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"43";;;;;
;;;"Bandola";;;;;;;"LEXICON_00004576";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000206";"12";"";"";"";;
;;;"Bandora";;;;;;;"LEXICON_00003319";"NT";"Musical instruments";"Standard";"";"";"Pandora";"";"15";;;;;
;;;"Bandurria";;;;;;;"LEXICON_00003322";"NT";"Musical instruments";"Standard";"";"";"Mandurria";"LEXICON_00000206";"70";;;;;
;;;"Bengala";;;;;;;"LEXICON_00003324";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000198";"1";"";"";"";;
;;;"Bharata vina";;;;;;;"LEXICON_00006264";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"8";"";"";"";;
;;;"Bin sitar";;;;;;;"LEXICON_00004850";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000164";"4";"";"";"";;
;;;"Biwa";;;;;;;"LEXICON_00003325";"NT";"Musical instruments";"Standard";"";"";"Biwang;Chikuzenbiwa;Gakubiwa;Satsumabiwa";"LEXICON_00000205";"28";;;;;
;;;"Bouzouki";;;;;;;"LEXICON_00003329";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"5";;;;;
;;;"Bugarija";;;;;;;"LEXICON_00004753";"NT";"Musical instruments";"Standard";"";"";"Bougarïa";"LEXICON_00000205";"4";"";"";"";;
;;;"Buzuq";;;;;;;"LEXICON_00003330";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Capi";;;;;;;"LEXICON_00003331";"NT";"Musical instruments";"Standard";"";"";"";"";"1";;;;;
;;;"Charango";;;;;;;"LEXICON_00003332";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006469";"53";;;;;
;;;"Chogur";;;;;;;"LEXICON_00003333";"NT";"Musical instruments";"Standard";"";"";"Chungur";"LEXICON_00000205";"1";;;;;
;;;"Cifteli";;;;;;;"LEXICON_00004924";"NT";"Musical instruments";"Standard";"";"";"Ciftele";"LEXICON_00000205";"5";"";"";"";;
;;;"Cinna vina";;;;;;;"LEXICON_00005178";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"0";"";"";"";;
;;;"Citole";;;;;;;"LEXICON_00003335";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Cobza";;;;;;;"LEXICON_00003336";"NT";"Musical instruments";"Standard";"";"";"";"";"14";;;;;
;;;"Colascione";;;;;;;"LEXICON_00003337";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"36";;;;;
;;;"C'onguri";;;;;;;"LEXICON_00005179";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"0";"";"";"";;
;;;"Cumbus";;;;;;;"LEXICON_00003338";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Cura";;;;;;;"LEXICON_00005180";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"2";"";"";"";;
;;;"Dala-fandir";;;;;;;"LEXICON_00004755";"NT";"Musical instruments";"Standard";"";"";"Fandïr;Fandyr";"LEXICON_00000206";"5";"";"";"";;
;;;"Dambura";;;;;;;"LEXICON_00006265";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"14";"";"";"";;
;;;"Dan day";;;;;;;"LEXICON_00003340";"NT";"Musical instruments";"Standard";"";"";"Cai dan nha tro;Dan nha tro";"LEXICON_00000206";"13";;;;;
;;;"Dan nguyet";;;;;;;"LEXICON_00003343";"NT";"Musical instruments";"Standard";"";"";"Cai dan nguyet;Dan kim;Dan kin";"LEXICON_00000193";"12";;;;;
;;;"Dan tam";;;;;;;"LEXICON_00003347";"NT";"Musical instruments";"Standard";"";"";"Tam huyen";"LEXICON_00000201";"13";;;;;
;;;"Dan tinh";;;;;;;"LEXICON_00003349";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000200";"5";;;;;
;;;"Dan ty ba";;;;;;;"LEXICON_00003350";"NT";"Musical instruments";"Standard";"";"";"Cai dan ti";"LEXICON_00000205";"8";;;;;
;;;"Dan xen";;;;;;;"LEXICON_00003352";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Dombra";;;;;;;"LEXICON_00003353";"NT";"Musical instruments";"Standard";"";"";"Dumbrak";"";"4";;;;;
;;;"Domra";;;;;;;"LEXICON_00006715";"NT";"Musical instruments";"Standard";"";"";"";"";"10";"";"";"";;
;;;"Dotara";;;;;;;"LEXICON_00003355";"NT";"Musical instruments";"Standard";"";"";"Duitara;Dutara";"LEXICON_00000205";"14";;;;;
;;;"Dutar";;;;;;;"LEXICON_00003358";"NT";"Musical instruments";"Standard";"";"";"Dotar";"LEXICON_00000205";"25";;;;;
;;;"Ekonting";;;;;;;"LEXICON_00003360";"NT";"Musical instruments";"Standard";"";"";"Akonting";"LEXICON_00000200";"5";"";"";"";;
;;;"Ektara";;;;;;;"LEXICON_00003362";"NT";"Musical instruments";"Standard";"";"";"Ektar";"LEXICON_00000200";"34";;;;;
;;;"Gabbus";;;;;;;"LEXICON_00004933";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"2";"";"";"";;
;;;"Gambus";;;;;;;"LEXICON_00003363";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"17";;;;;
;;;"Gekkin";;;;;;;"LEXICON_00003364";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000206";"11";;;;;
;;;"Genkwan";;;;;;;"LEXICON_00004996";"NT";"Musical instruments";"Standard";"";"";"";"";"4";"";"";"";;
;;;"Gittern";;;;;;;"LEXICON_00003365";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Gottuvadyam";;;;;;;"LEXICON_00003366";"NT";"Musical instruments";"Standard";"";"";"Gottuvadhyam";"";"0";;;;;
;;;"Guinbri";;;;;;;"LEXICON_00003368";"NT";"Musical instruments";"Standard";"";"";"Genbri;Guembri;Guenbri;Gunibry";"LEXICON_00005621";"155";;;;;
;;;"Gurmi";;;;;;;"LEXICON_00007037";"NT";"Musical instruments";"Standard";"Two-stringed plucked spike lute with a loose cylindrical bridge (piece of bambou stem) from the Hausa people in Burkina Faso. It has a half-calabash soundbox";"";"Gourmi";"LEXICON_00000200";"1";"";"";"";"";
;;;"Hajhuj";;;;;;;"LEXICON_00003373";"NT";"Musical instruments";"Standard";"";"";"Hajhouj";"LEXICON_00005621";"6";;;;;
;;;"Hasapi";;;;;;;"LEXICON_00005229";"NT";"Musical instruments";"Standard";"";"";"Hapetan";"LEXICON_00000206";"52";"";"";"";;
;;;"Hoddu";;;;;;;"LEXICON_00003375";"NT";"Musical instruments";"Standard";"Wooden griot lute from the Fulbé people of Burkina Faso";"";"Mâabo";"LEXICON_00005621";"1";"";"";"";"";
;;;"Husapi";;;;;;;"LEXICON_00005232";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Hyang-pip'a";;;;;;;"LEXICON_00005233";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Iguana";;;;;;;"LEXICON_00004617";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000206";"5";"";"";"";;
;;;"Jungga";;;;;;;"LEXICON_00006801";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000204";"5";"";"";"";;
;;;"Jurukélé";;;;;;;"LEXICON_00007039";"NT";"Musical instruments";"Standard";"Monochord calabash half-spike lute of the Fulbe people in Burkina Faso, more specifically of the riimaaybe, ""descendants of the captives"", belonging to a specific stratos of fulbe society, ""dispossessed of their cultural origins after having been cpatured during wars or raids, or purchased from neighbouring posers by the Fulbe... the descendants of the captiveswork the land in direct usufruct. The musical practices of the different social groups remain clearly differentiatedThe riimaaybe musicians are more or less seasonal speciaists, they only play for their own festivities, well distinct from those of the Fulbe"" Sandrine Loncke, Burkina Faso. The voice of the Fulbe / La voix des Peuls, CD Le Chant du monde CNR 274 1079, 1997, CD notes, p. 25-26, 35-36";"";"Jurkel";"LEXICON_00005621";"1";"";"";"";"";
;;;"Kabak";;;;;;;"LEXICON_00004757";"NT";"Musical instruments";"Standard";"";"";"";"";"5";"";"";"";;
;;;"Kaburu";;;;;;;"LEXICON_00003376";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000200";"4";;;;;
;;;"Kaca vina";;;;;;;"LEXICON_00006298";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"0";"";"";"";;
;;;"Kacapi";;;;;;;"LEXICON_00006036";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000206";"1";"";"";"";;
;;;"Kacchapi vina";;;;;;;"LEXICON_00003380";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"2";"";"";"";;
;;;"Kachva sitar";;;;;;;"LEXICON_00006299";"NT";"Musical instruments";"Standard";"";"";"Kacchapi vina";"LEXICON_00000205";"11";"";"";"";;
;;;"Kambre";;;;;;;"LEXICON_00003377";"NT";"Musical instruments";"Standard";"";"";"Cambreh";"LEXICON_00005621";"13";;;;;
;;;"Kao tari";;;;;;;"LEXICON_00005004";"NT";"Musical instruments";"Standard";"";"";"";"";"2";"";"";"";;
;;;"Kara";;;;;;;"LEXICON_00003379";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005621";"0";"";"";"";;
;;;"Karaduzen";;;;;;;"LEXICON_00004758";"NT";"Musical instruments";"Standard";"";"";"Karadouzin;Karduzen";"LEXICON_00000205";"5";"";"";"";;
;;;"Keleli";;;;;;;"LEXICON_00003381";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Khalam";;;;;;;"LEXICON_00003382";"NT";"Musical instruments";"Standard";"";"";"Xalam";"LEXICON_00005621";"11";;;;;
;;;"Komuz";;;;;;;"LEXICON_00003384";"NT";"Musical instruments";"Standard";"";"";"";"";"2";;;;;
;;;"Kone";;;;;;;"LEXICON_00007041";"NT";"Musical instruments";"Standard";"Two-stringed calabash lute from the Bissa people in Burkina Faso";"";"Konde;Kunni";"LEXICON_00005621";"0";"";"";"";"";
;;;"Konting";;;;;;;"LEXICON_00003385";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00002159";"5";;;;;
;;;"Kopuz";;;;;;;"LEXICON_00003386";"NT";"Musical instruments";"Standard";"";"";"Qopuz";"";"0";;;;;
;;;"Krajappi";;;;;;;"LEXICON_00003388";"NT";"Musical instruments";"Standard";"";"";"Chapee;Kra-chapee";"LEXICON_00000198";"7";;"Thai";;;
;;;"Kubangu";;;;;;;"LEXICON_00005269";"NT";"Musical instruments";"Standard";"";"";"Kuban";"LEXICON_00000200";"0";"";"";"";;
;;;"Kudlung";;;;;;;"LEXICON_00005428";"NT";"Musical instruments";"Standard";"";"";"Kudlongan";"LEXICON_00000206";"3";"";"";"";;
;;;"Kudyapik";;;;;;;"LEXICON_00005430";"NT";"Musical instruments";"Standard";"";"";"Kudyapi";"";"0";"";"";"";;
;;;"Kulpaci";;;;;;;"LEXICON_00005276";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"0";"";"";"";;
;;;"Kundé";;;;;;;"LEXICON_00007044";"NT";"Musical instruments";"Standard";"Wooden lute from the Moosè people in Burkina Faso";"";"";"LEXICON_00005621";"1";"";"";"";"";
;;;"Kusyapik";;;;;;;"LEXICON_00005431";"NT";"Musical instruments";"Standard";"";"";"Kusyapi";"";"0";"";"";"";;
;;;"Lavta";;;;;;;"LEXICON_00005484";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Llg'ase";;;;;;;"LEXICON_00005281";"NT";"Musical instruments";"Standard";"";"";"Llg'gase";"LEXICON_00000194";"3";"";"";"";;
;;;"Lunko";;;;;;;"LEXICON_00005283";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000194";"0";"";"";"";;
;;;"Lutar";;;;;;;"LEXICON_00003391";"NT";"Musical instruments";"Standard";"";"";"Lotar;Lothar";"LEXICON_00000205";"19";;;;;
;;;"Lute";;;;;;;"LEXICON_00003394";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006469";"1225";;;;;
;;;"Lyre-bandurria";;;;;;;"LEXICON_00003395";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000206";"7";"";"";"";;
;;;"Mâabo";;;;;;;"LEXICON_00007077";"NT";"Musical instruments";"Standard";"Wooden griot lute from the Fulbé people of Burkina Faso";"";"";"LEXICON_00005621";"0";"";"";"";"";
;;;"Mandole";;;;;;;"LEXICON_00003397";"NT";"Musical instruments";"Standard";"";"";"";"";"50";"";"";"";;
;;;"Mandolone";;;;;;;"LEXICON_00003398";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"21";"";"";"";;
;;;"Mandora";;;;;;;"LEXICON_00003399";"NT";"Musical instruments";"Standard";"";"";"Calichon;Gallichon";"LEXICON_00000205";"31";;;;;
;;;"Molo";;;;;;;"LEXICON_00003402";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"3";;;;;
;;;"Nadecvara-vina";;;;;;;"LEXICON_00004882";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000206";"5";"";"";"";;
;;;"Nanduni";;;;;;;"LEXICON_00003403";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Ngonfi";;;;;;;"LEXICON_00005656";"NT";"Musical instruments";"Standard";"Five-string plucked lute of the Kongo-Bembe peoples of the Republic of the Congo. The 5 metal strings are tuned with large upright tuning pegs fitted with metal jingles. The strings are plucked with the thumb and forefinger of both hands. The instrument is used mainly to accompany singing";"";"Gomfi;Ngomfi";"LEXICON_00000205";"1";"";"";"";"";
;;;"Ngwomi";;;;;;;"LEXICON_00008401";"NT";"Musical instruments";"Standard";"Lute from the Teke People in the Republic of Congo. Used to accompany ritual and popular dances";"";"";"";"0";"";"";"";"";
;;;"Nkoni";;;;;;;"LEXICON_00003404";"NT";"Musical instruments";"Standard";"";"";"Ngoni";"LEXICON_00002159";"10";;;;;
;;;"Ntja'ntuba";;;;;;;"LEXICON_00005303";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000194";"1";"";"";"";;
;;;"Orpharion";;;;;;;"LEXICON_00003406";"NT";"Musical instruments";"Standard";"";"";"Orpheoreon";"";"7";;;;;
;;;"Pandoura";;;;;;;"LEXICON_00003408";"NT";"Musical instruments";"Standard";"";"";"";"";"2";;"Greek";;;
;;;"Panduri";;;;;;;"LEXICON_00003409";"NT";"Musical instruments";"Standard";"";"";"P'anduri;Phanduri";"";"0";;;;;
;;;"Panôtar";;;;;;;"LEXICON_00006716";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Penorcon";;;;;;;"LEXICON_00003411";"NT";"Musical instruments";"Standard";"";"";"";"";"2";;;;;
;;;"Pipa";;;;;;;"LEXICON_00003413";"NT";"Musical instruments";"Standard";"";"";"Pepa";"LEXICON_00000205";"62";;;;;
;;;"Piyapi";;;;;;;"LEXICON_00005321";"NT";"Musical instruments";"Standard";"";"";"Pyapi";"LEXICON_00000206";"0";"";"";"";;
;;;"Prasarani vina";;;;;;;"LEXICON_00005855";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000206";"4";"";"";"";;
;;;"Qanbus";;;;;;;"LEXICON_00003415";"NT";"Musical instruments";"Standard";"";"";"Kabosa;Kabosy;Qabus";"LEXICON_00000205";"2";;;;;
;;;"Qinqin";;;;;;;"LEXICON_00006524";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000201";"7";"";"";"";;
;;;"Quatro";;;;;;;"LEXICON_00005330";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000206";"0";"";"";"";;
;;;"Quwaytara";;;;;;;"LEXICON_00003421";"NT";"Musical instruments";"Standard";"";"";"Kawaitara;Kouitara;Kuitra;Kuwaytara;Kuwithra;Kuwitra;Kwitra";"LEXICON_00000205";"31";;;;;
;;;"Rabab";;;;;;;"LEXICON_00003429";"NT";"Musical instruments";"Standard";"";"";"Rebab;Rebâb;Ribab;Rubab";"LEXICON_00000205";"28";;;;;
;;;"Rabel";;;;;;;"LEXICON_00003433";"NT";"Musical instruments";"Standard";"";"";"";"";"5";;;;;
;;;"Ruan";;;;;;;"LEXICON_00003434";"NT";"Musical instruments";"Standard";"";"";"Ruanxiang";"";"2";;;;;
;;;"Sangen";;;;;;;"LEXICON_00005640";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000201";"0";"";"";"";;
;;;"Sanshin";;;;;;;"LEXICON_00003435";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000201";"20";;;;;
;;;"Sanxian";;;;;;;"LEXICON_00003436";"NT";"Musical instruments";"Standard";"";"";"San hsien;San-heen;San-hsiän;Sansiän";"LEXICON_00000201";"137";;;;;
;;;"Sapeh";;;;;;;"LEXICON_00005344";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000204";"26";"";"";"";;
;;;"Saradiya vina";;;;;;;"LEXICON_00003439";"NT";"Musical instruments";"Standard";"";"";"";"";"4";;;;;
;;;"Sarasvati vina";;;;;;;"LEXICON_00003440";"NT";"Musical instruments";"Standard";"";"";"";"";"14";;;;;
;;;"Sargija";;;;;;;"LEXICON_00004761";"NT";"Musical instruments";"Standard";"";"";"Šargija";"LEXICON_00000205";"4";"";"";"";;
;;;"Sarki";;;;;;;"LEXICON_00005486";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Sarod";;;;;;;"LEXICON_00003441";"NT";"Musical instruments";"Standard";"";"";"Saroda";"LEXICON_00000205";"13";;;;;
;;;"Saz";;;;;;;"LEXICON_00003443";"NT";"Musical instruments";"Standard";"";"";"Sas";"LEXICON_00000205";"62";;;;;
;;;"Setar";;;;;;;"LEXICON_00003444";"NT";"Musical instruments";"Standard";"";"";"Saitar;Sehtar;Seta;Setor;Sihtar";"LEXICON_00006469";"12";"";"";"";;
;;;"Setar e rebab";;;;;;;"LEXICON_00005488";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"0";"";"";"";;
;;;"Sgra-snyan";;;;;;;"LEXICON_00003450";"NT";"Musical instruments";"Standard";"";"";"Sgra-snyga";"LEXICON_00000205";"34";;;;;
;;;"Shamisen";;;;;;;"LEXICON_00003451";"NT";"Musical instruments";"Standard";"";"";"Samisen;Schamisen;Siamisen";"LEXICON_00000201";"85";;;;;
;;;"Sharki";;;;;;;"LEXICON_00004965";"NT";"Musical instruments";"Standard";"";"";"";"";"3";"";"";"";;
;;;"Shuangqing";;;;;;;"LEXICON_00003454";"NT";"Musical instruments";"Standard";"";"";"Shuang-kin";"";"5";"";"";"";;
;;;"Sitar";;;;;;;"LEXICON_00003456";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"87";;;;;
;;;"Sitari";;;;;;;"LEXICON_00003457";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000193";"1";"";"";"";;
;;;"Sixian";;;;;;;"LEXICON_00003458";"NT";"Musical instruments";"Standard";"";"";"Yizu sixian";"";"5";"";"";"";;
;;;"Surbahar";;;;;;;"LEXICON_00003460";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"11";;;;;
;;;"Surmanjali";;;;;;;"LEXICON_00005364";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"2";"";"";"";;
;;;"Sur-sanga";;;;;;;"LEXICON_00004889";"NT";"Musical instruments";"Standard";"";"";"Sursanga";"LEXICON_00000205";"6";"";"";"";;
;;;"Sursrngar";;;;;;;"LEXICON_00004890";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"5";"";"";"";;
;;;"Tahardant";;;;;;;"LEXICON_00007045";"NT";"Musical instruments";"Standard";"Gulmancé term for the Griot lute in Burkina Faso";"";"";"LEXICON_00005621";"1";"";"";"";"";
;;;"Tahardjan";;;;;;;"LEXICON_00007047";"NT";"Musical instruments";"Standard";"Tamasheq term for the griot lute in Burkina Faso";"";"Tahardent;Tehardan;Tehardin";"LEXICON_00005621";"2";"";"";"";"";
;;;"Tambura";;;;;;;"LEXICON_00003461";"NT";"Musical instruments";"Standard";"";"";"Tamboura;Tamburi;Tampura;Tanburica;Tanpura";"LEXICON_00000198";"115";"";"";"";;
;;;"Tamburica";;;;;;;"LEXICON_00004966";"NT";"Musical instruments";"Standard";"";"";"";"";"18";"";"";"";;
;;;"Tanbur";;;;;;;"LEXICON_00003466";"NT";"Musical instruments";"Standard";"";"";"Tambur;Tanbour;Tanbur baghlamah;Tanbur buzurk ;Tanbur kebyr turki";"LEXICON_00000205";"114";;;;;
;;;"Tandura";;;;;;;"LEXICON_00003469";"NT";"Musical instruments";"Standard";"";"";"Tandurah";"";"0";;;;;
;;;"Tar";;;;;;;"LEXICON_00003471";"NT";"Musical instruments";"Standard";"";"";"Thari";"LEXICON_00000205";"12";;;;;
;;;"Theorbo";;;;;;;"LEXICON_00003473";"NT";"Musical instruments";"Standard";"";"";"Chitarrone";"LEXICON_00000205";"135";;;;;
;;;"Tidinit";;;;;;;"LEXICON_00003475";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Tiple";;;;;;;"LEXICON_00004618";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000206";"14";"";"";"";;
;;;"Torbane";;;;;;;"LEXICON_00006353";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"5";"";"";"";;
;;;"'Ud";;;;;;;"LEXICON_00003476";"NT";"Musical instruments";"Standard";"";"";"Aoud;Eoud;E'oud;Laud;Oud";"LEXICON_00000205";"77";"";"";"";;
