Id;URI;Thesaurus;Instrument Family;Instrument Group;Instrument;Synonyms;URI Wikipedia;Remarks
LEXICON_00004123;http://www.mimo-db.eu/InstrumentsKeywords/4123;;;;Inventionshorn;;;
LEXICON_00004124;http://www.mimo-db.eu/InstrumentsKeywords/4124;;;;Natural cornet;Simple cornet;;
LEXICON_00004126;http://www.mimo-db.eu/InstrumentsKeywords/4126;;;;Natural horn;Naturhorn;http://en.wikipedia.org/wiki/Natural_horn;
LEXICON_00004127;http://www.mimo-db.eu/InstrumentsKeywords/4127;;;;Oliphant;;http://en.wikipedia.org/wiki/Olifant_(instrument);
LEXICON_00004128;http://www.mimo-db.eu/InstrumentsKeywords/4128;;;;Omnitonic horn;;;
LEXICON_00004129;http://www.mimo-db.eu/InstrumentsKeywords/4129;;;;Post horn;;http://en.wikipedia.org/wiki/Post_horn;
LEXICON_00004131;http://www.mimo-db.eu/InstrumentsKeywords/4131;;;;Shofar;Schofar;http://en.wikipedia.org/wiki/Shofar;
LEXICON_00004133;http://www.mimo-db.eu/InstrumentsKeywords/4133;;;;Valve horn;;;
LEXICON_00005177;http://www.mimo-db.eu/InstrumentsKeywords/5177;;;;End-blown horn;Trompe à embouchure terminale;;
LEXICON_00006402;http://www.mimo-db.eu/InstrumentsKeywords/6402;;;;Side-blown horn;;;
LEXICON_00006534;http://www.mimo-db.eu/InstrumentsKeywords/6534;;;;Russian horn;;;
LEXICON_00006724;http://www.mimo-db.eu/InstrumentsKeywords/6724;;;;Parforce horn;;;
LEXICON_00004136;http://www.mimo-db.eu/InstrumentsKeywords/4136;;;Hunting horns;;;;
LEXICON_00004137;http://www.mimo-db.eu/InstrumentsKeywords/4137;;;;Coach horn;;http://en.wikipedia.org/wiki/Coach_horn;A vérifier (voir Post horn)
LEXICON_00004138;http://www.mimo-db.eu/InstrumentsKeywords/4138;;;;Hunting horn;;http://en.wikipedia.org/wiki/Hunting_horn;A vérifier (voir Horn)
LEXICON_00004141;http://www.mimo-db.eu/InstrumentsKeywords/4141;;;;Reed horn;;;
LEXICON_00004142;http://www.mimo-db.eu/InstrumentsKeywords/4142;;;;Trompe de Lorraine;;;
LEXICON_00006718;http://www.mimo-db.eu/InstrumentsKeywords/6718;;;;Fox horn;;;
LEXICON_00006719;http://www.mimo-db.eu/InstrumentsKeywords/6719;;;;Jagdzink;;;
LEXICON_00004143;http://www.mimo-db.eu/InstrumentsKeywords/4143;;;Mouth organs;;;http://en.wikipedia.org/wiki/Mouth_organ;
LEXICON_00004144;http://www.mimo-db.eu/InstrumentsKeywords/4144;;;;Bawu;"Ba wu;Bawo";http://en.wikipedia.org/wiki/Bawu;
LEXICON_00004145;http://www.mimo-db.eu/InstrumentsKeywords/4145;;;;Dinh nam;;;
LEXICON_00004146;http://www.mimo-db.eu/InstrumentsKeywords/4146;;;;Ken be;;;
LEXICON_00004147;http://www.mimo-db.eu/InstrumentsKeywords/4147;;;;Ken meo;;;
LEXICON_00004148;http://www.mimo-db.eu/InstrumentsKeywords/4148;;;;Khaen;"Khen;Khene;Phan";http://en.wikipedia.org/wiki/Khaen;synonyme
LEXICON_00004152;http://www.mimo-db.eu/InstrumentsKeywords/4152;;;;Lu sheng;"Luschön;Lusheng";http://en.wikipedia.org/wiki/Lusheng;synonyme
LEXICON_00004154;http://www.mimo-db.eu/InstrumentsKeywords/4154;;;;Mouth organ;;http://en.wikipedia.org/wiki/Mouth_organ;
LEXICON_00004155;http://www.mimo-db.eu/InstrumentsKeywords/4155;;;;Saenghwang;Saeng;http://en.wikipedia.org/wiki/Saenghwang;
LEXICON_00004157;http://www.mimo-db.eu/InstrumentsKeywords/4157;;;;Sheng;"Cheng;Scheng";http://en.wikipedia.org/wiki/Sheng_(instrument);
LEXICON_00004159;http://www.mimo-db.eu/InstrumentsKeywords/4159;;;;Sho;Scho-no-fouye;http://en.wikipedia.org/wiki/Sh%C5%8D_(instrument);
LEXICON_00004161;http://www.mimo-db.eu/InstrumentsKeywords/4161;;;;Sumpotan;"Sompotan;Sumpotang";;
LEXICON_00004991;http://www.mimo-db.eu/InstrumentsKeywords/4991;;;;Bo-cioski;;;
LEXICON_00005517;http://www.mimo-db.eu/InstrumentsKeywords/5517;;;;Keledi;;;
LEXICON_00006056;http://www.mimo-db.eu/InstrumentsKeywords/6056;;;;Symphonium;;;
LEXICON_00004164;http://www.mimo-db.eu/InstrumentsKeywords/4164;;;Oboes;;;http://en.wikipedia.org/wiki/Oboes;
LEXICON_00004168;http://www.mimo-db.eu/InstrumentsKeywords/4168;;;;Algaita;;http://en.wikipedia.org/wiki/Algaita;
LEXICON_00004169;http://www.mimo-db.eu/InstrumentsKeywords/4169;;;;Alto crumhorn;;;
LEXICON_00004170;http://www.mimo-db.eu/InstrumentsKeywords/4170;;;;Alto rothophone;;;
LEXICON_00004171;http://www.mimo-db.eu/InstrumentsKeywords/4171;;;;Alto shawm;;;
LEXICON_00004173;http://www.mimo-db.eu/InstrumentsKeywords/4173;;;;Aulos;;http://en.wikipedia.org/wiki/Aulos;
LEXICON_00004174;http://www.mimo-db.eu/InstrumentsKeywords/4174;;;;Baritone rothophone;;;
LEXICON_00004175;http://www.mimo-db.eu/InstrumentsKeywords/4175;;;;Bass crumhorn;;;
LEXICON_00004176;http://www.mimo-db.eu/InstrumentsKeywords/4176;;;;Bass rothophone;;;
LEXICON_00004177;http://www.mimo-db.eu/InstrumentsKeywords/4177;;;;Bass shawm;;;
LEXICON_00004179;http://www.mimo-db.eu/InstrumentsKeywords/4179;;;;Basse de musette;Basset-Oboe;;
LEXICON_00004181;http://www.mimo-db.eu/InstrumentsKeywords/4181;;;;Bombarde;;http://en.wikipedia.org/wiki/Bombarde;
LEXICON_00004182;http://www.mimo-db.eu/InstrumentsKeywords/4182;;;;Cane oboe;;;
LEXICON_00004184;http://www.mimo-db.eu/InstrumentsKeywords/4184;;;;Chalumeau;;http://en.wikipedia.org/wiki/Chalumeau;
LEXICON_00004185;http://www.mimo-db.eu/InstrumentsKeywords/4185;;;;Chalumeau double;;;
LEXICON_00004186;http://www.mimo-db.eu/InstrumentsKeywords/4186;;;;Chirimia;;http://en.wikipedia.org/wiki/Chirimia;
LEXICON_00004187;http://www.mimo-db.eu/InstrumentsKeywords/4187;;;;Clari;;;
LEXICON_00004188;http://www.mimo-db.eu/InstrumentsKeywords/4188;;;;Cornamusa;;;
LEXICON_00004189;http://www.mimo-db.eu/InstrumentsKeywords/4189;;;;Crumhorn;;http://en.wikipedia.org/wiki/Crumhorn;
LEXICON_00004191;http://www.mimo-db.eu/InstrumentsKeywords/4191;;;;Dessus de musette;Hautbois d'église;;
LEXICON_00004193;http://www.mimo-db.eu/InstrumentsKeywords/4193;;;;Diple;;http://en.wikipedia.org/wiki/Diple;
LEXICON_00004194;http://www.mimo-db.eu/InstrumentsKeywords/4194;;;;Dolzaina;Dulzaina;http://en.wikipedia.org/wiki/Dulzaina;synonyme
LEXICON_00004196;http://www.mimo-db.eu/InstrumentsKeywords/4196;;;;Doppioni;;;
LEXICON_00004197;http://www.mimo-db.eu/InstrumentsKeywords/4197;;;;Cor anglais;English horn;http://en.wikipedia.org/wiki/Cor_anglais;
LEXICON_00004198;http://www.mimo-db.eu/InstrumentsKeywords/4198;;;;Eraqyeh;E'râqyeh;;
LEXICON_00004200;http://www.mimo-db.eu/InstrumentsKeywords/4200;;;;Ghayta;"Ghaita;Raita";http://en.wikipedia.org/wiki/Ghaita;synonyme
LEXICON_00004203;http://www.mimo-db.eu/InstrumentsKeywords/4203;;;;Gheteh;;;
LEXICON_00004204;http://www.mimo-db.eu/InstrumentsKeywords/4204;;;;Gralla;;http://en.wikipedia.org/wiki/Gralla_(instrument);
LEXICON_00004205;http://www.mimo-db.eu/InstrumentsKeywords/4205;;;;Great bass shawm;;;
LEXICON_00004206;http://www.mimo-db.eu/InstrumentsKeywords/4206;;;;Guan;"Bili;Guanzi;Houguan;Kouan;Kwan-tze;Pi-li";http://en.wikipedia.org/wiki/Guan_(instrument);
LEXICON_00004211;http://www.mimo-db.eu/InstrumentsKeywords/4211;;;;Hautbois de Poitou;Poitou oboe;;
LEXICON_00004214;http://www.mimo-db.eu/InstrumentsKeywords/4214;;;;Heckelphone;;http://en.wikipedia.org/wiki/Heckelphone;
LEXICON_00004215;http://www.mimo-db.eu/InstrumentsKeywords/4215;;;;Hichiriki;"Hichi-riki;Hitschiriki";http://en.wikipedia.org/wiki/Hichiriki;
LEXICON_00004217;http://www.mimo-db.eu/InstrumentsKeywords/4217;;;;High treble shawm;;;
LEXICON_00004218;http://www.mimo-db.eu/InstrumentsKeywords/4218;;;;Hnè;;http://en.wikipedia.org/wiki/Hn%C3%A8;
LEXICON_00004219;http://www.mimo-db.eu/InstrumentsKeywords/4219;;;;Ken;Cai ken;http://en.wikipedia.org/wiki/K%C3%A8n;
LEXICON_00004221;http://www.mimo-db.eu/InstrumentsKeywords/4221;;;;Ken bau;"Cai ken loa;Ken o boa";http://en.wikipedia.org/wiki/Ken_bau;
LEXICON_00004224;http://www.mimo-db.eu/InstrumentsKeywords/4224;;;;Mukhavina;Mohori;;
LEXICON_00004226;http://www.mimo-db.eu/InstrumentsKeywords/4226;;;;Nagasvaram;Nagaswaram;http://en.wikipedia.org/wiki/Nagasvaram;
LEXICON_00004228;http://www.mimo-db.eu/InstrumentsKeywords/4228;;;;Nai;;;
LEXICON_00004232;http://www.mimo-db.eu/InstrumentsKeywords/4232;;;;Oboe;;http://en.wikipedia.org/wiki/Oboes;
LEXICON_00004233;http://www.mimo-db.eu/InstrumentsKeywords/4233;;;;Oboe da caccia;Oboe of the chase;http://en.wikipedia.org/wiki/Oboe_da_caccia;
LEXICON_00004236;http://www.mimo-db.eu/InstrumentsKeywords/4236;;;;Oboe d'amore;;http://en.wikipedia.org/wiki/Oboe_d%27amore;
LEXICON_00004237;http://www.mimo-db.eu/InstrumentsKeywords/4237;;;;Pi;Pee;http://en.wikipedia.org/wiki/Pi_(instrument);
LEXICON_00004239;http://www.mimo-db.eu/InstrumentsKeywords/4239;;;;Piffaro;;http://en.wikipedia.org/wiki/Piffaro;
LEXICON_00004240;http://www.mimo-db.eu/InstrumentsKeywords/4240;;;;P'iri;Piri;http://en.wikipedia.org/wiki/Piri;synonyme
LEXICON_00004242;http://www.mimo-db.eu/InstrumentsKeywords/4242;;;;Rgya-gling;"Gya ling;Gyaling;Gya-ling;Jahlin;Jah-lin;Jahling;Jah-ling";http://en.wikipedia.org/wiki/Gyaling;synonyme
LEXICON_00004243;http://www.mimo-db.eu/InstrumentsKeywords/4243;;;;Rothophone;Rothphone;http://en.wikipedia.org/wiki/Rothophone;
LEXICON_00004245;http://www.mimo-db.eu/InstrumentsKeywords/4245;;;;Sahnai;"Sanai;Shahnai;Shanai;Shehnai";http://en.wikipedia.org/wiki/Sahnai;
LEXICON_00004250;http://www.mimo-db.eu/InstrumentsKeywords/4250;;;;Sarunai;"Sarinai;Sarune;Sarunei;Serunai;Serune";;
LEXICON_00004256;http://www.mimo-db.eu/InstrumentsKeywords/4256;;;;Schreyerpfeife;;;
LEXICON_00004257;http://www.mimo-db.eu/InstrumentsKeywords/4257;;;;Selompret;;;
LEXICON_00004258;http://www.mimo-db.eu/InstrumentsKeywords/4258;;;;Shawm;"Calamula;Pommer;Schalmei;Schalmey";http://en.wikipedia.org/wiki/Shawm;
LEXICON_00004263;http://www.mimo-db.eu/InstrumentsKeywords/4263;;;;Soprano crumhorn;;;
LEXICON_00004264;http://www.mimo-db.eu/InstrumentsKeywords/4264;;;;Sralai;Sralay;http://en.wikipedia.org/wiki/Sralai;
LEXICON_00004266;http://www.mimo-db.eu/InstrumentsKeywords/4266;;;;Still shawm;;;
LEXICON_00004267;http://www.mimo-db.eu/InstrumentsKeywords/4267;;;;Suona;"Heang tei;Ken ban;Laba;Shu-ti;Sona;So-na";http://en.wikipedia.org/wiki/Suona;
LEXICON_00004273;http://www.mimo-db.eu/InstrumentsKeywords/4273;;;;Surnay;"Surna;Surnai";http://en.wikipedia.org/wiki/Surnay;A vérifier
LEXICON_00004276;http://www.mimo-db.eu/InstrumentsKeywords/4276;;;;Tarogato;"Taragot;Tarakava;Torogoata";http://en.wikipedia.org/wiki/Tarogato;
LEXICON_00004280;http://www.mimo-db.eu/InstrumentsKeywords/4280;;;;Tarompet;;;
LEXICON_00004281;http://www.mimo-db.eu/InstrumentsKeywords/4281;;;;Tenor crumhorn;;;
LEXICON_00004282;http://www.mimo-db.eu/InstrumentsKeywords/4282;;;;Tenor oboe;;http://en.wikipedia.org/wiki/Tenor_oboe;A vérifier
LEXICON_00004283;http://www.mimo-db.eu/InstrumentsKeywords/4283;;;;Tenor rothophone;;;
LEXICON_00004284;http://www.mimo-db.eu/InstrumentsKeywords/4284;;;;Tenor shawm;;;
LEXICON_00004285;http://www.mimo-db.eu/InstrumentsKeywords/4285;;;;Tenora;;http://en.wikipedia.org/wiki/Tenora;A vérifier
LEXICON_00004287;http://www.mimo-db.eu/InstrumentsKeywords/4287;;;;Treble shawm;Soprano shawm;;
LEXICON_00004289;http://www.mimo-db.eu/InstrumentsKeywords/4289;;;;Zamr;"Zamr el-soghayr;Zmr";;
LEXICON_00004291;http://www.mimo-db.eu/InstrumentsKeywords/4291;;;;Zurna;"Sorna;Zourna";http://en.wikipedia.org/wiki/Zurna;
LEXICON_00004558;http://www.mimo-db.eu/InstrumentsKeywords/4558;;;;Practice chanter;;http://en.wikipedia.org/wiki/Practice_chanter;
LEXICON_00004619;http://www.mimo-db.eu/InstrumentsKeywords/4619;;;;Sk'a'na;;;
LEXICON_00004764;http://www.mimo-db.eu/InstrumentsKeywords/4764;;;;Graile;;http://en.wikipedia.org/wiki/Graile;
LEXICON_00004766;http://www.mimo-db.eu/InstrumentsKeywords/4766;;;;Salamuri;Duduki;http://en.wikipedia.org/wiki/Salamuri;
LEXICON_00004768;http://www.mimo-db.eu/InstrumentsKeywords/4768;;;;Whithorn;;;
LEXICON_00004874;http://www.mimo-db.eu/InstrumentsKeywords/4874;;;;Kalama;;;
LEXICON_00004881;http://www.mimo-db.eu/InstrumentsKeywords/4881;;;;Moska;;;
LEXICON_00004883;http://www.mimo-db.eu/InstrumentsKeywords/4883;;;;Ottu;;http://en.wikipedia.org/wiki/Ottu_(instrument);
LEXICON_00004912;http://www.mimo-db.eu/InstrumentsKeywords/4912;;;;T'aep'yongso;Taepyeongso;http://en.wikipedia.org/wiki/T%27aep%27yongso;
LEXICON_00004961;http://www.mimo-db.eu/InstrumentsKeywords/4961;;;;Rauschpfeife;;http://en.wikipedia.org/wiki/Rauschpfeife;
LEXICON_00004978;http://www.mimo-db.eu/InstrumentsKeywords/4978;;;;Zurla;;;
LEXICON_00005158;http://www.mimo-db.eu/InstrumentsKeywords/5158;;;;Borazan;;;
LEXICON_00005227;http://www.mimo-db.eu/InstrumentsKeywords/5227;;;;Gya ling;;http://en.wikipedia.org/wiki/Gyaling;A vérifier (voir Rgya-gling)
LEXICON_00005234;http://www.mimo-db.eu/InstrumentsKeywords/5234;;;;Hyang p'iri;;;
LEXICON_00005301;http://www.mimo-db.eu/InstrumentsKeywords/5301;;;;Napiri;;;
LEXICON_00005322;http://www.mimo-db.eu/InstrumentsKeywords/5322;;;;Pi mon;;;
LEXICON_00005328;http://www.mimo-db.eu/InstrumentsKeywords/5328;;;;Pujamahali;;;
LEXICON_00005401;http://www.mimo-db.eu/InstrumentsKeywords/5401;;;;Tarpa;;;
LEXICON_00005402;http://www.mimo-db.eu/InstrumentsKeywords/5402;;;;Tormay;;;
LEXICON_00005403;http://www.mimo-db.eu/InstrumentsKeywords/5403;;;;Touloum;;;
LEXICON_00005407;http://www.mimo-db.eu/InstrumentsKeywords/5407;;;;Vilvile;;;
LEXICON_00005530;http://www.mimo-db.eu/InstrumentsKeywords/5530;;;;Hautbois musette;;;
LEXICON_00006292;http://www.mimo-db.eu/InstrumentsKeywords/6292;;;;Duduk;;http://en.wikipedia.org/wiki/Duduk;
LEXICON_00006400;http://www.mimo-db.eu/InstrumentsKeywords/6400;;;;Bass oboe;;http://en.wikipedia.org/wiki/Bass_oboe;
LEXICON_00006554;http://www.mimo-db.eu/InstrumentsKeywords/6554;;;;Double oboe;;;
LEXICON_00006644;http://www.mimo-db.eu/InstrumentsKeywords/6644;;;;Cwane;Cwâne;;
LEXICON_00006661;http://www.mimo-db.eu/InstrumentsKeywords/6661;;;;Hoep;;;
LEXICON_00004294;http://www.mimo-db.eu/InstrumentsKeywords/4294;;;Ophicleides;;;;
LEXICON_00004295;http://www.mimo-db.eu/InstrumentsKeywords/4295;;;;Alto ophicleide;;;
LEXICON_00004296;http://www.mimo-db.eu/InstrumentsKeywords/4296;;;;Bass ophicleide;;;
LEXICON_00004297;http://www.mimo-db.eu/InstrumentsKeywords/4297;;;;Contrabass ophicleid;;;
LEXICON_00004299;http://www.mimo-db.eu/InstrumentsKeywords/4299;;;;Ophicleide;;http://en.wikipedia.org/wiki/Ophicleides;
LEXICON_00004300;http://www.mimo-db.eu/InstrumentsKeywords/4300;;;;Quinticlave;;;
LEXICON_00004301;http://www.mimo-db.eu/InstrumentsKeywords/4301;;;;Serpentcleide;;;
LEXICON_00004302;http://www.mimo-db.eu/InstrumentsKeywords/4302;;;;Tuba-Dupré;;;
LEXICON_00004309;http://www.mimo-db.eu/InstrumentsKeywords/4309;;;Others;;;;
LEXICON_00003846;http://www.mimo-db.eu/InstrumentsKeywords/3846;;;;Lira;Lera;http://en.wikipedia.org/wiki/Lira_(instrument);
LEXICON_00004310;http://www.mimo-db.eu/InstrumentsKeywords/4310;;;;Aerophone;;http://en.wikipedia.org/wiki/Aerophone;
LEXICON_00004311;http://www.mimo-db.eu/InstrumentsKeywords/4311;;;;Bilangdao;Hulusi;http://en.wikipedia.org/wiki/Hulusi;synonyme
LEXICON_00004312;http://www.mimo-db.eu/InstrumentsKeywords/4312;;;;Melophone;;http://en.wikipedia.org/wiki/Melophone;
LEXICON_00004314;http://www.mimo-db.eu/InstrumentsKeywords/4314;;;;Pi so;;;
LEXICON_00004315;http://www.mimo-db.eu/InstrumentsKeywords/4315;;;;Popgun;;;
LEXICON_00004316;http://www.mimo-db.eu/InstrumentsKeywords/4316;;;;Sruti-box;Shruti box;http://en.wikipedia.org/wiki/Shruti_box;synonyme
LEXICON_00004837;http://www.mimo-db.eu/InstrumentsKeywords/4837;;;;Free aerophone;;http://en.wikipedia.org/wiki/Free_reed_aerophone;A vérifier
LEXICON_00005518;http://www.mimo-db.eu/InstrumentsKeywords/5518;;;;Gangsingang;;;
LEXICON_00005522;http://www.mimo-db.eu/InstrumentsKeywords/5522;;;;Membrane transverse flute;;;
LEXICON_00005648;http://www.mimo-db.eu/InstrumentsKeywords/5648;;;;Siren;;;
LEXICON_00005695;http://www.mimo-db.eu/InstrumentsKeywords/5695;;;;Humming top;;;
LEXICON_00006112;http://www.mimo-db.eu/InstrumentsKeywords/6112;;;;Implosive aerophone;;;
LEXICON_00006138;http://www.mimo-db.eu/InstrumentsKeywords/6138;;;;Klong put;;;
LEXICON_00006302;http://www.mimo-db.eu/InstrumentsKeywords/6302;;;;Kodokan;Kodak;;
LEXICON_00006320;http://www.mimo-db.eu/InstrumentsKeywords/6320;;;;Ribbon reed;;;
LEXICON_00006405;http://www.mimo-db.eu/InstrumentsKeywords/6405;;;;Klaxon effect;;;
LEXICON_00006406;http://www.mimo-db.eu/InstrumentsKeywords/6406;;;;Megaphone;;http://en.wikipedia.org/wiki/Megaphone;
LEXICON_00006407;http://www.mimo-db.eu/InstrumentsKeywords/6407;;;;Raspberry;;;
LEXICON_00006521;http://www.mimo-db.eu/InstrumentsKeywords/6521;;;;Tiet-tiet;;;
LEXICON_00006648;http://www.mimo-db.eu/InstrumentsKeywords/6648;;;;Free reed instrument;;http://en.wikipedia.org/wiki/Free_reed_instrument;A vérifier
LEXICON_00004318;http://www.mimo-db.eu/InstrumentsKeywords/4318;;;Saxhorns;;;http://en.wikipedia.org/wiki/Saxhorns;
LEXICON_00004319;http://www.mimo-db.eu/InstrumentsKeywords/4319;;;;Althorn;;http://en.wikipedia.org/wiki/Althorn;
LEXICON_00004320;http://www.mimo-db.eu/InstrumentsKeywords/4320;;;;Alto bugle;;;
LEXICON_00004321;http://www.mimo-db.eu/InstrumentsKeywords/4321;;;;Alto horn;;http://en.wikipedia.org/wiki/Alto_horn;
LEXICON_00004322;http://www.mimo-db.eu/InstrumentsKeywords/4322;;;;Alto saxhorn;;;
LEXICON_00004323;http://www.mimo-db.eu/InstrumentsKeywords/4323;;;;Antoniophone;;;
LEXICON_00004324;http://www.mimo-db.eu/InstrumentsKeywords/4324;;;;Ballad horn;;;
LEXICON_00004325;http://www.mimo-db.eu/InstrumentsKeywords/4325;;;;Baritone bugle;;http://en.wikipedia.org/wiki/Baritone_horn;
LEXICON_00004326;http://www.mimo-db.eu/InstrumentsKeywords/4326;;;;Baritone saxhorn;Baritone saxotromba;;
LEXICON_00004327;http://www.mimo-db.eu/InstrumentsKeywords/4327;;;;Bass saxhorn;;;
LEXICON_00004328;http://www.mimo-db.eu/InstrumentsKeywords/4328;;;;Contrabass saxhorn;;;
LEXICON_00004329;http://www.mimo-db.eu/InstrumentsKeywords/4329;;;;Contralto saxhorn;;;
LEXICON_00004330;http://www.mimo-db.eu/InstrumentsKeywords/4330;;;;Cornophone;;;
LEXICON_00004331;http://www.mimo-db.eu/InstrumentsKeywords/4331;;;;Flicorno;;;
LEXICON_00004332;http://www.mimo-db.eu/InstrumentsKeywords/4332;;;;Neocor;;;
LEXICON_00004333;http://www.mimo-db.eu/InstrumentsKeywords/4333;;;;Saxhorn;;http://en.wikipedia.org/wiki/Saxhorn;
LEXICON_00004334;http://www.mimo-db.eu/InstrumentsKeywords/4334;;;;Saxotromba;;http://en.wikipedia.org/wiki/Saxotromba;
LEXICON_00004335;http://www.mimo-db.eu/InstrumentsKeywords/4335;;;;Soprano bugle;;;
LEXICON_00004336;http://www.mimo-db.eu/InstrumentsKeywords/4336;;;;Soprano saxhorn;;;
LEXICON_00004337;http://www.mimo-db.eu/InstrumentsKeywords/4337;;;;Sudrophone;;http://en.wikipedia.org/wiki/Sudrophone;
LEXICON_00004338;http://www.mimo-db.eu/InstrumentsKeywords/4338;;;;Tenor bugle;;;
LEXICON_00004339;http://www.mimo-db.eu/InstrumentsKeywords/4339;;;;Tenor cor;;;
LEXICON_00006334;http://www.mimo-db.eu/InstrumentsKeywords/6334;;;;Sopranino saxhorn;;;
LEXICON_00004341;http://www.mimo-db.eu/InstrumentsKeywords/4341;;;Saxophones;;;http://en.wikipedia.org/wiki/Saxophones;
LEXICON_00004342;http://www.mimo-db.eu/InstrumentsKeywords/4342;;;;Alto saxophone;;http://en.wikipedia.org/wiki/Alto_saxophone;
LEXICON_00004343;http://www.mimo-db.eu/InstrumentsKeywords/4343;;;;Baritone saxophone;;http://en.wikipedia.org/wiki/Baritone_saxophone;
LEXICON_00004344;http://www.mimo-db.eu/InstrumentsKeywords/4344;;;;Bass saxophone;;http://en.wikipedia.org/wiki/Bass_saxophone;
LEXICON_00004345;http://www.mimo-db.eu/InstrumentsKeywords/4345;;;;Octavin;;http://en.wikipedia.org/wiki/Octavin;
LEXICON_00004346;http://www.mimo-db.eu/InstrumentsKeywords/4346;;;;Saxophone;;http://en.wikipedia.org/wiki/Saxophone;
LEXICON_00004347;http://www.mimo-db.eu/InstrumentsKeywords/4347;;;;Soprano saxophone;;http://en.wikipedia.org/wiki/Soprano_saxophone;
LEXICON_00004348;http://www.mimo-db.eu/InstrumentsKeywords/4348;;;;Swanee-sax;;;
LEXICON_00004349;http://www.mimo-db.eu/InstrumentsKeywords/4349;;;;Tenor saxophone;;http://en.wikipedia.org/wiki/Tenor_saxophone;
LEXICON_00004350;http://www.mimo-db.eu/InstrumentsKeywords/4350;;;Serpents;;;http://en.wikipedia.org/wiki/Serpent_(instrument);
LEXICON_00004351;http://www.mimo-db.eu/InstrumentsKeywords/4351;;;;Bass horn;"Basshorn;Bass-horn";http://en.wikipedia.org/wiki/Bass_horn;A vérifier (voir serpent)
LEXICON_00004354;http://www.mimo-db.eu/InstrumentsKeywords/4354;;;;Cimbasso;;http://en.wikipedia.org/wiki/Cimbasso;
LEXICON_00004355;http://www.mimo-db.eu/InstrumentsKeywords/4355;;;;Ophimonocleide;;http://en.wikipedia.org/wiki/Ophimonocleide;A vérifier (voir serpent)
LEXICON_00004356;http://www.mimo-db.eu/InstrumentsKeywords/4356;;;;Russian bassoon;;http://en.wikipedia.org/wiki/Russian_Bassoon;A vérifier (voir serpent)
LEXICON_00004357;http://www.mimo-db.eu/InstrumentsKeywords/4357;;;;Serpent;;http://en.wikipedia.org/wiki/Serpent_(instrument);
LEXICON_00004358;http://www.mimo-db.eu/InstrumentsKeywords/4358;;;;Serpent Forveille;;;
LEXICON_00004360;http://www.mimo-db.eu/InstrumentsKeywords/4360;;;Trombones;;;http://en.wikipedia.org/wiki/Trombones;
LEXICON_00004361;http://www.mimo-db.eu/InstrumentsKeywords/4361;;;;Alto trombone;;http://en.wikipedia.org/wiki/Alto_trombone#Alto_trombone;A vérifier (section)
LEXICON_00004362;http://www.mimo-db.eu/InstrumentsKeywords/4362;;;;Bass trombone;;http://en.wikipedia.org/wiki/Bass_trombone#Bass_trombone;A vérifier (section)
LEXICON_00004363;http://www.mimo-db.eu/InstrumentsKeywords/4363;;;;Bimbonifono;;;
LEXICON_00004364;http://www.mimo-db.eu/InstrumentsKeywords/4364;;;;Sackbut (trombone);Saquebute;;
LEXICON_00004367;http://www.mimo-db.eu/InstrumentsKeywords/4367;;;;Soprano trombone;;http://en.wikipedia.org/wiki/Soprano_trombone#Soprano_trombone;A vérifier (section)
LEXICON_00004368;http://www.mimo-db.eu/InstrumentsKeywords/4368;;;;Tenor trombone;;http://en.wikipedia.org/wiki/Tenor_trombone#Tenor_trombone;A vérifier (section)
LEXICON_00004369;http://www.mimo-db.eu/InstrumentsKeywords/4369;;;;Trombone;Slide trombone;http://en.wikipedia.org/wiki/Trombone;
LEXICON_00006337;http://www.mimo-db.eu/InstrumentsKeywords/6337;;;;Valve trombone;;http://en.wikipedia.org/wiki/Valve_trombone#Valve_trombone;A vérifier (section)
LEXICON_00006401;http://www.mimo-db.eu/InstrumentsKeywords/6401;;;;Contrabass trombone;;http://en.wikipedia.org/wiki/Contrabass_trombone#Contrabass_trombone;A vérifier (section)
LEXICON_00004370;http://www.mimo-db.eu/InstrumentsKeywords/4370;;;Trumpets;;;http://en.wikipedia.org/wiki/Trumpets;
LEXICON_00004371;http://www.mimo-db.eu/InstrumentsKeywords/4371;;;;Agwara;;;
LEXICON_00004372;http://www.mimo-db.eu/InstrumentsKeywords/4372;;;;Alphorn;Alpenhorn;http://en.wikipedia.org/wiki/Alphorn;
LEXICON_00004374;http://www.mimo-db.eu/InstrumentsKeywords/4374;;;;Amakondere;;http://en.wikipedia.org/wiki/Amakondere;
LEXICON_00004375;http://www.mimo-db.eu/InstrumentsKeywords/4375;;;;Bak;;;
LEXICON_00004376;http://www.mimo-db.eu/InstrumentsKeywords/4376;;;;Bargumi;;;
LEXICON_00004377;http://www.mimo-db.eu/InstrumentsKeywords/4377;;;;Bass trumpet;;http://en.wikipedia.org/wiki/Bass_trumpet;
LEXICON_00004378;http://www.mimo-db.eu/InstrumentsKeywords/4378;;;;Buccin;;http://en.wikipedia.org/wiki/Buccin;
LEXICON_00004379;http://www.mimo-db.eu/InstrumentsKeywords/4379;;;;Buccina;;http://en.wikipedia.org/wiki/Buccina;
LEXICON_00004380;http://www.mimo-db.eu/InstrumentsKeywords/4380;;;;Bucium;"Buccium;Bucin;Trimbita;Tulnic";http://en.wikipedia.org/wiki/Bucium;
